ID,paid_late_fees,debt_to_income,credit_utilization_ratio,annual_income,average_age_of_credit,loan_to_income_ratio,employment_stability,credit_inquiries_trend,monthly_payment_burden,paid_principal,paid_interest,total_credit_limit,total_credit_utilized,balance
4634,0,15.17,0.487180439,87000,64.67741935,0.126436782,1,1,0.036128276,376.87,399.73,80775,39352,10623.13
4635,0,21.68,0.41869882,105000,40.44897959,0.342857143,0,2,0.132621714,4384.67,1477.11,720131,301518,31615.33
4636,0,32.99,0.368960251,145000,110.9444444,0.133103448,1,0,0.056170759,2162.34,1214.13,431537,159220,17137.66
4639,0,27.03,0.40107349,45782,58.67647059,0.436852912,0.5,1,0.168980822,2435.93,776.49,76759,30786,17564.07
4640,0,15.45,0.06207534,150000,89.90909091,0.053333333,1,1,0.0209256,1174,267.43,480384,29820,6826
4643,0,14.93,0.50235947,40000,251.625,0.25,0.5,2,0.078519,304.57,459.04,26489,13307,9695.43
4644,0,17.35,0.15298248,79000,143.2857143,0.243037975,1,1,0.075703291,794.25,1178.97,293380,44882,18405.75
4647,0,8.8,0.12841259,90000,125.3125,0.055555556,1,4,0.021486667,362.43,115.51,230873,29647,4637.57
4648,0,7.49,0.045794486,50000,141.8571429,0.08,0.5,5,0.0337608,448.16,246.29,199500,9136,3551.84
4651,0,14.34,0.205625309,86000,64.25806452,0.11627907,0.5,2,0.052134419,621.59,493.29,202300,41598,9378.41
4654,0,4.56,0.008037665,50000,286,0.7,1,2,0.2225496,1410.61,2259.66,251690,2023,33589.39
4656,0,15.72,0.088625083,100000,46.55813953,0.1,0,1,0.027972,471.28,453.3,742634,65816,9528.72
4658,0,3.69,0.261217159,320000,182.8181818,0.109375,1,6,0.041110875,4376.91,1073.55,56788,14834,30623.09
4661,0,20.51,0.378612621,60100,54.08108108,0.052412646,0.5,1,0.019701165,314.11,77.78,272413,103139,2835.89
4662,0,14.09,0.106367709,35000,90.86363636,0.218571429,0.5,4,0.083945143,747.4,223.94,281467,29939,6902.6
4663,0,31.66,0.301370063,60000,100.55,0.2,0.5,4,0.05716,551.47,566.65,274294,82664,11448.53
4664,0,15.42,0.774668609,182000,44.37777778,0.173076923,0.5,3,0.05325033,984.95,1470.23,135263,104784,30515.05
4669,0,11.62,0.546982092,42655.99,182.3636364,0.281320396,1,1,0.118703141,796.08,459.1,18092,9896,11203.92
4675,0,21.15,0.891837536,65000,154.0769231,0.184615385,1,1,0.071412923,1461.59,465.89,61158,54543,10538.41
4679,0,6.71,0.039846673,80400,95.71428571,0.338308458,1,7,0.12991194,1985.51,611.47,382190,15229,25214.49
4680,0,20.25,0.826375285,156000,64.64516129,0.224358974,1,3,0.094680769,3921.31,2170.64,193469,159878,31078.69
4681,0,39.05,0.721480141,45000,66.26666667,0.124444444,0.5,4,0.050744,648.88,298.34,50833,36675,4951.12
4685,0,13.17,0.636221198,37000,223.6666667,0.389189189,0.5,2,0.16199027,969.01,517.37,21700,13806,13430.99
4686,0,10.98,0.706024679,107000,99.9,0.140186916,1,2,0.03795028,922.4,748.52,74394,52524,14077.6
4688,0,20.33,0.148887556,65000,83.45833333,0.184615385,1,2,0.04752,463.9,301.36,306802,45679,11536.1
4692,0,21.78,0.861714055,135000,37.03703704,0.177777778,0.5,0,0.047444444,1193.54,925.47,291671,251337,22806.46
4695,0,10.24,0.140852018,25500,90.5,0.235294118,0.5,5,0.09232,1135.04,192.41,44600,6282,4864.96
4698,0,11.4,0.489569208,40000,201,0.1175,1,3,0.051708,504.9,351.73,19174,9387,4195.1
4703,0,28.17,0.174537122,74000,55.47222222,0.162162162,1,4,0.063175135,1451.9,489.05,213393,37245,10548.1
4704,0,3.53,0.02428833,50000,83.25,0.2,1,2,0.076812,1226.06,368.95,218500,5307,8773.94
4705,0,9.72,0.631613825,152000,125.0625,0.157894737,1,0,0.050199474,1217.76,2039.43,67907,42891,22782.24
4706,0,26.58,0.398201739,82500,66.8,0.096969697,1,2,0.036116364,1008.78,229.45,130793,52082,6991.22
4708,0,24.66,0.50171699,33250,94.33333333,0.45112782,1,5,0.166440902,1138.26,239.69,64648,32435,13861.74
4710,0,21.43,0.195907143,68000,58.91176471,0.235294118,1,0,0.062779412,393.99,296.21,300377,58846,15606.01
4711,0,22.28,0.351953329,145000,36.36363636,0.165517241,1,18,0.045794483,1145.48,1158.52,437791,154082,22854.52
4712,0,29.44,0.254382784,74000,66.76666667,0.202702703,1,3,0.087293514,1307.96,816.16,195823,49814,13692.04
4714,0,19.42,0.13243905,83819.67,55.52777778,0.017895561,1,3,0.006873327,109.52,32.94,383920,50846,1390.48
4715,0,17.96,0.195876812,58000,73.51851852,0.103448276,1,1,0.042475862,549.17,287.02,177193,34708,5450.83
4717,0,6.59,0.603086601,160000,153.6923077,0.21875,0.5,1,0.06590325,1123.71,1561.57,44191,26651,33876.29
4722,0,16.71,0.812056738,58800,76.80769231,0.163265306,1,7,0.063153061,1006.67,295.54,58092,47174,8593.33
4723,0,16.54,0.686459916,65918,62.625,0.060681453,1,3,0.025256834,4000,2.17,58589,40219,0
4730,0,22.98,0.070909799,75000,80.04,0.12,0.5,0,0.04428,913.03,190.61,426006,30208,8086.97
4731,21.10000003,26.32,0.651130479,60000,87.2173913,0.2,1,1,0.084402,12000,426.42,55419,36085,0
4732,0,9.83,0.372579474,166000,143.1428571,0.036144578,0.5,2,0.013060482,464.41,75.83,118466,44138,5535.59
4735,0,35.06,0.159853236,66150,62.6875,0.377928949,1,1,0.157324263,2256.85,1191.25,320788,51279,22743.15
4736,0,9.26,0.807377828,160000,154.0769231,0.075,0.5,3,0.02685075,12000,11.19,173547,140118,0
4742,0,21.29,0.571410543,74000,104.2105263,0.243243243,1,1,0.099181622,1659,773.89,118862,67919,16341
4743,0,20.68,0.499032159,100500,46.51162791,0.39800995,1,6,0.096752239,1645.77,749.75,149818,74764,38354.23
4749,0,21.92,0.909652244,160000,95,0.2,0.5,3,0.0773625,3105.08,1003.27,238069,216560,28894.92
4750,0,4.94,0.030196037,130000,68.82758621,0.307692308,1,3,0.083276308,1460.72,1217.74,514902,15548,38539.28
4753,0,22.72,0.562983677,162000,33.91525424,0.092592593,1,11,0.036894815,1055.46,428.8,487412,274405,13944.54
4763,0,29.03,0.65278567,68000,125.625,0.264705882,0.5,0,0.097660588,1365.89,280.92,87986,57436,16634.11
4764,0,12,0.317492425,75000,133.6,0.28,1,0,0.0712752,1381.14,834.63,470638,149424,19618.86
4766,0,21.41,0.409767288,70000,40.08,0.142857143,0.5,0,0.061196571,652.9,408.55,565377,231673,9347.1
4768,0,23.24,0.482027737,25000,143.4285714,0.896,1,5,0.3838224,1963.93,1181.42,31799,15328,20436.07
4769,0,14.24,0.328698925,120000,52.34210526,0.166666667,1,0,0.060917,2565.05,521.33,93000,30569,17434.95
4770,0,3.72,0.046873886,58000,143.5,0.086206897,1,2,0.033825517,478.6,172.33,266417,12488,4521.4
4771,0,9.81,1.007356212,80000,222.8888889,0.125,1,0,0.043896,1431.84,724.91,29227,29442,8568.16
4776,0,25.71,0.338697787,50000,91.18181818,0.2,0.5,0,0.076812,1226.06,368.95,96313,32621,8773.94
4779,0,5.57,0.25243031,144000,48.92682927,0.041666667,0.5,1,0.015375,608.69,127.07,62132,15684,5391.31
4782,0,17.98,0.164477278,110000,74.07407407,0.163636364,1,2,0.041182909,1198.25,679.86,367911,60513,16801.75
4783,0,19.34,0.515683197,100000,105.3684211,0.1,0.5,2,0.0407748,10000,514.92,75176,38767,0
4786,0,5.81,0.062101584,80000,45.38636364,0.075,1,1,0.0288015,586.31,178.59,214600,13327,5413.69
4789,0,14.16,0.099523419,64655,166.8333333,0.046786791,1,1,0.020700023,190.78,137.28,107432,10692,2834.22
4792,0,10.96,0.804463095,60000,401.4,0.083333333,1,7,0.032236,609.02,194.12,30741,24730,4390.98
4794,0,17.35,0.076394505,103000,87.08695652,0.339805825,1,9,0.147540583,3811.2,2485.63,642952,49118,31188.8
4797,0,13.03,0.186166988,300000,79.64,0.063333333,0.5,3,0.023802,941.15,282.57,864396,160922,18058.85
4801,0,17.89,0.567093571,45000,39.31372549,0.4,0,5,0.110645333,640.86,576.74,239710,135938,17359.14
4804,0,17.36,0.467013246,56912,95.66666667,0.210851841,1,4,0.077791678,910.59,178.34,78289,36562,11089.41
4806,0,20.51,0.110433039,54000,87.04347826,0.185185185,1,3,0.071122222,976.99,290.1,336575,37169,9023.01
4807,0,22.76,0.832731509,115000,117.7647059,0.304347826,1,0,0.126693913,3974.41,2037.81,121021,100778,31025.59
4808,0,5.56,0.7749,60000,90.90909091,0.133333333,1,0,0.051576,974.39,310.6,10000,7749,7025.61
4810,0,17.85,0.926541687,110000,31.82539683,0.272727273,0.5,5,0.115075636,2068.05,1144.85,251721,233230,27931.95
4811,0,5.23,0.023209395,39000,80,0.128205128,0.5,5,0.051092308,471.37,189.5,168337,3907,4528.63
4816,0,25.79,0.148352684,75000,87.04347826,0.048,1,1,0.0199824,408.83,212.61,382076,56682,3191.17
4818,0,8.3,0.581312288,60000,503.25,0.108333333,0.5,0,0.042206,786.48,264.91,17359,10091,5713.52
4819,0,3.06,0.011606147,75000,223.1111111,0.133333333,0.5,3,0.0492,1014.39,211.88,534372,6202,8985.61
4823,0,15.23,0.322950601,84000,105.5789474,0.357142857,1,1,0.138147143,2174.23,710.31,74900,24189,27825.77
4824,0,6.38,0.17098576,122000,167.1666667,0.131147541,1,1,0.052257049,1125.81,472.74,206602,35326,14874.19
4829,0,11.5,0.142717929,55000,125.75,0.290909091,0.5,5,0.088760727,679.22,907.93,230889,32952,15320.78
4835,0,18.78,0.109342099,65000,100.2,0.110769231,1,3,0.052059692,424.65,402.22,132026,14436,6775.35
4837,0,30.54,0.223394107,67000,105.3157895,0.29141791,0.5,1,0.092650746,991.93,1551.18,280934,62759,18533.07
4838,0,6.51,0.311623213,50000,111.3888889,0.156,0.5,1,0.056376,806.62,130.67,29725,9263,6993.38
4841,0,9.54,0.062255754,76000,125,0.394736842,0,1,0.164321053,2708.22,1429.5,276617,17221,27291.78
4842,0,14.11,0.050669137,50000,64.64516129,0.208,1,2,0.0816,743.31,264.09,240758,12199,9656.69
4847,0,9.72,0.144070268,275000,76.73076923,0.145454545,1,2,0.054174545,5043.91,1147.26,884610,127446,34956.09
4852,0,11.15,0.513116506,57500,56.77142857,0.173913043,1,1,0.068237217,1201.92,417.78,32745,16802,8798.08
4855,0,16.89,0.501235199,65000,66.33333333,0.076923077,1,1,0.029750769,240.62,76.17,82173,41188,4759.38
4862,0,13.94,0.286765195,83800,62.5625,0.357995227,1,2,0.092166587,1552.6,1056.65,120304,34499,28447.4
4864,0,9.97,0.29501677,106000,125.4375,0.188679245,1,1,0.068962642,2046.84,383.08,117173,34568,17953.16
4865,0,19.26,0.925952577,110000,51.41025641,0.118181818,1,1,0.045708,13000,79.56,116736,108092,0
4866,0,9.08,0.118789219,260000,83.58333333,0.076923077,0,1,0.021984462,1156.12,1208.81,622144,73904,18843.88
4868,0,8.36,0.859469027,14500,335.6666667,1.034482759,0,2,0.363202759,589.02,617.97,11300,9712,14410.98
4872,0,20.29,0.601826238,85000,62.3125,0.182352941,1,0,0.054938824,329.37,418.84,81698,49168,15170.63
4873,0,11.07,0.125893243,85000,80.16,0.294117647,0.5,1,0.109527529,1880.16,437.11,298491,37578,23119.84
4878,0,26.81,0.651904029,62000,87.08695652,0.096774194,0.5,2,0.038916774,704.51,296.63,82483,53771,5295.49
4882,0,6.46,0.263098604,163000,86.86956522,0.171779141,1,2,0.063979141,3530.74,803.08,132266,34799,24469.26
4886,0,10.02,0.676634958,63000,287.5714286,0.063492063,0.5,3,0.027718095,3209.25,68.11,33640,22762,790.75
4887,0,23.98,0.525987722,62000,117.5882353,0.290322581,0,4,0.119206452,2071.55,979.79,95295,50124,15928.45
4889,0,27.04,0.90922257,65000,66.76666667,0.492307692,0,1,0.133272,1967.74,1596.84,258930,235425,30032.26
4891,0,13.37,0.192871423,65000,125.3125,0.153846154,0.5,2,0.057300923,1261,286.82,160060,30871,8739
4897,0,48.24,0.413073088,70000,47.19047619,0.357142857,1,1,0.145625143,2896.65,1313,322311,133138,22103.35
4899,0,7.48,0.766946057,100000,153.3076923,0.13,1,1,0.0506388,935.72,315.21,52018,39895,12064.28
4905,0,20.5,0.615469616,80000,59,0.3125,1,2,0.124536,25000,1342.56,443437,272922,0
4907,0,2.33,0.015794781,71400,154.3846154,0.168067227,1,1,0.062596639,1513.17,336.83,168600,2663,10486.83
4908,0,12.13,0.493050847,18000,133.6666667,0.177777778,0.5,0,0.074006667,288.46,152.9,5900,2909,2911.54
4909,0,45.78,0.104346615,30000,223.6666667,0.503333333,0.5,1,0.13626,928.57,753.51,294298,30709,14171.43
4913,0,6.43,0.274089219,65000,51.23076923,0.107692308,1,1,0.041355692,511,157.36,26900,7373,6489
4916,0,1.36,0.355869565,75000,333.5,0.133333333,1,1,0.0536192,934.43,392.03,4600,1637,9065.57
4917,0,26.67,0.081685226,54000,51.23076923,0.046296296,1,1,0.017244444,251.45,57.93,487175,39795,2248.55
4919,0,20.25,0.99178569,40000,69.20689655,0.175,0,4,0.069732,326.74,142.8,132817,131726,6673.26
4920,0,29.51,0.850096173,65000,105.2631579,0.064615385,1,0,0.026527385,4200,73.24,71746,60991,0
4925,0,15.48,0.094555425,142000,76.61538462,0.190140845,1,3,0.052607324,1626.52,1472.71,350863,33176,25373.48
4929,0,15.48,0.708634253,170000,99.95,0.235294118,1,2,0.060577412,2598.98,1668.76,136526,96747,37401.02
4930,0,11.07,0.139018027,81000,105.8947368,0.067901235,1,0,0.026641481,526.43,189.56,179394,24939,4973.57
4934,0,6.94,0.178759398,89000,143.6428571,0.06741573,1,5,0.025891685,735.63,221.37,53200,9510,5264.37
4935,0,35.15,0.3764675,80000,64.61290323,0.3,0.5,0,0.0781125,1226.8,841.65,320017,120476,22773.2
4937,0,26.75,0.308549931,78000,55.55555556,0.16025641,0.5,1,0.038966154,862.68,398.19,350073,108015,11637.32
4942,0,12.83,0.098431447,185220,58.38235294,0.1079797,1,2,0.039015873,20000,131.31,861686,84817,0
4943,0,4.15,1.033603446,57000,143.2857143,0.175438596,0.5,13,0.073031579,1135.54,590.6,115137,119006,8864.46
4945,0,24.48,0.61250546,68000,71.64285714,0.220588235,0.5,4,0.094995882,644.53,417.53,80125,49077,14355.47
4947,0,12.58,0.202930025,131000,66.76666667,0.045801527,1,6,0.01906626,681.33,349.34,500064,101478,5318.67
4954,0,6,0.092013915,40000,91.13636364,0.025,0.5,2,0.009672,121.82,38.83,67555,6216,878.18
4958,0,13.03,0.897529776,50000,100.1,0.3,1,2,0.1136592,231.9,691.33,44247,39713,14768.1
4959,0,14.73,0.811606887,65000,86.69565217,0.384615385,0.5,2,0.139008,1071.15,2602.33,66271,53786,23928.85
4968,0,3.99,0.06980666,65000,100.35,0.615384615,1,6,0.179619692,1335.48,1547.76,93100,6499,38664.52
4973,0,22.64,0.705777339,84500,77.03846154,0.201183432,1,0,0.074235266,2161.78,439.23,111470,78673,14838.22
4974,0,35.32,0.594882927,100000,43.43478261,0.22325,1,7,0.0982428,2398.13,1671.72,182878,108791,19926.87
4978,0,55.25,0.301165735,60000,42.5106383,0.24,1,1,0.088558,1831.14,377.43,321514,96829,12568.86
4985,0,38.56,0.348744717,63360,38.51923077,0.126262626,0.5,4,0.054823864,691.7,450.13,309014,107767,7308.3
4987,0,7.95,0.083780699,144000,69,0.138888889,0.5,3,0.03759,730.36,608.87,407385,34131,19269.64
4993,0,18.99,0.184674479,74644,86.86956522,0.468892342,1,0,0.154924173,997.1,1808.97,266588,49232,34002.9
4995,0,26.13,0.532802263,78000,83.41666667,0.384615385,0.5,1,0.157923077,2745.86,1336.67,69294,36920,27254.14
5000,0,21.86,0.042814007,75000,100,0.082333333,1,1,0.0322992,641.33,160.54,510674,21864,5533.67
5001,0,18.85,0.164295309,55000,111.3888889,0.109090909,1,0,0.043863273,277.44,135.16,270239,44399,5722.56
5005,0,3.41,0.057172787,740000,90.90909091,0.027027027,1,4,0.008315351,625.36,892.48,3386034,193589,19374.64
5007,0,10.84,0.124750927,130000,39.68,0.092307692,1,1,0.033358154,1554.62,248.73,454185,56660,10445.38
5012,0,25.5,0.357449926,60000,83.45833333,0.186666667,0.5,1,0.072712,806.15,278.05,238895,85393,10393.85
5018,0,18.87,0.772794737,110000,66.7,0.318181818,0.5,5,0.095077091,35000,2135.01,165071,127566,0
5019,0,12.69,0.136971432,45000,105.9473684,0.088888889,0.5,6,0.03828,259.69,167.08,106869,14638,3740.31
5021,0,9.08,0.109791435,93006,82.875,0.43007978,0.5,3,0.176565383,2730.17,1312.71,237432,26068,37269.83
5028,0,16.77,0.3548,40000,80.12,0.5,1,3,0.194763,1439.55,496.51,42500,15079,18560.45
5029,0,28.48,0.302161023,45000,74.18518519,0.044444444,0.5,2,0.018122667,231.74,105.04,177925,53762,1768.26
5030,0,31.76,0.576125,30000,182.5454545,0.280833333,0,1,0.116908,8425,449.52,32000,18436,0
5031,0,23.57,0.211420854,73000,91.27272727,0.095890411,1,2,0.038214247,829.04,323.98,169567,35850,6170.96
5032,0,2.7,0.034780589,104000,167.4166667,0.240384615,1,4,0.061176923,978.65,598.17,193700,6737,24021.35
5035,0,15.78,0.60648022,60000,90.90909091,0.25,0.5,6,0.09963,1414.12,553.5,80738,48966,13585.88
5037,0,5.32,0.411176969,48750,402.2,0.086153846,0.5,2,0.038116923,264.88,195.14,5905,2428,3935.12
5038,0,21.39,0.06480193,60825,79.92,0.295930949,1,0,0.080112454,1106.89,923.46,191877,12434,16893.11
5039,0,33.29,0.192409676,61000,69.10344828,0.098360656,1,3,0.036965902,598.36,150.63,251926,48473,5401.64
5042,0,5.23,0.354757785,289139,249.5,0.027668353,1,1,0.011026392,754.2,303.19,57800,20505,7245.8
5043,0,25.41,0.504157505,35000,77,0.285714286,0.5,0,0.126408,630.67,464.61,50030,25223,9369.33
5045,0,26.47,0.187313383,53000,50.94871795,0.132075472,1,2,0.04826717,536.02,84.64,208314,39020,6463.98
5047,0,26.34,0.15541821,75000,95.28571429,0.2,1,0,0.0737984,1521.68,317.68,317125,49287,13478.32
5048,0,9,0.178096591,135000,39.15686275,0.111111111,1,3,0.026623111,1050.97,440.46,368171,65570,13949.03
5050,0,22.2,0.862375932,50000,154.2307692,0.3,1,6,0.124884,1703.32,793.64,113345,97746,13296.68
5052,0,15.6,0.7453875,90000,133.4666667,0.066666667,0.5,0,0.025601333,438,131.74,80000,59631,5562
5055,0,19.31,0.14980916,79000,76.5,0.04556962,1,6,0.020322532,381.46,277.49,375184,56206,3218.54
5058,0,26.42,0.675778719,72000,60.48484848,0.138888889,1,2,0.04452,296.59,493.44,94161,63632,9703.41
5065,0,20.76,0.49895547,60000,100.05,0.216666667,1,0,0.059948,620.5,553.92,54570,27228,12379.5
5066,0,16.13,0.082946797,73000,118.2352941,0.342465753,0,1,0.095773151,878.71,830.07,475160,39413,24121.29
5071,0,29.55,0.489751285,128000,34.24137931,0.1953125,1,2,0.073401563,1863.66,474.13,257886,126300,23136.34
5075,0,35.22,0.657936144,156000,48.53658537,0.096153846,1,4,0.041975385,959.77,646.52,172231,113317,14040.23
5076,0,6.7,0.215946553,95000,58.58823529,0.210526316,1,4,0.080843368,20000,6.02,34277,7402,0
5081,0,7.44,0.368875,100000,105.6315789,0.3,0.5,1,0.0915348,1273.55,1747.51,56000,20657,28726.45
5082,0,26.19,0.511577174,73364,48.31707317,0.136306635,0.5,3,0.058390491,876.76,532.17,66467,34003,9123.24
5092,0,3.23,0.0233603,81000,123.625,0.154320988,1,9,0.056943704,1268.08,264.73,293575,6858,11231.92
5093,0,3.57,0.05617284,42000,133.8,0.476190476,1,5,0.123988571,1022.34,701.38,64800,3640,18977.66
5097,0,13.02,0.296172513,114000,83.58333333,0.087719298,0.5,3,0.025604211,333.89,386.94,306389,90744,9666.11
5104,0,12.29,0.323650962,60000,105.7894737,0.166666667,0.5,3,0.068434,915.3,445.56,59283,19187,9084.7
5110,0,9.92,0.10074937,100800,80.08,0.148809524,1,3,0.040275,547.77,446.14,299585,30183,14452.23
5115,0,18.52,0.13208757,77000,87.13043478,0.285714286,0,5,0.071906494,1167.01,655.51,402377,53149,20832.99
5120,0,20.14,0.485180215,42000,79.32,0.142857143,0.5,4,0.055251429,434.92,141.91,52160,25307,5565.08
5121,0,32.06,0.534931611,73460,55.55555556,0.190579907,0.5,2,0.075949905,1319.84,516.61,249602,133520,12680.16
5123,0,22.99,0.578051002,70000,133.7333333,0.228571429,1,0,0.103973143,1316.83,1090.14,54900,31735,14683.17
5130,0,13.82,0.543308667,68000,95.57142857,0.441176471,1,2,0.154925294,1058.97,2411.25,39865,21659,28941.03
5134,0,23.34,0.652262013,42000,143.3571429,0.214285714,0.5,0,0.085385714,633.28,257.28,48364,31546,8366.72
5139,0,26.96,0.202180082,67000,99.9,0.52238806,1,5,0.245511045,2064.21,2001.69,447873,90551,32935.79
5141,0,6.73,0.56043602,96000,125.1875,0.208333333,0.5,4,0.0608225,896.07,1032.45,18623,10437,19103.93
5144,0,32.69,0.558665127,50000,71.5,0.07,1,0,0.0272712,337.32,112.13,82255,45953,3162.68
5145,0,13.71,0.483887065,55000,111.3333333,0.087272727,0.5,3,0.037385455,420.84,255.45,38075,18424,4379.16
5150,0,31.24,0.902335203,31000,154.0769231,0.161290323,0,5,0.07136129,208.54,149.37,50274,45364,4791.46
5152,0,10.68,0.157247726,68000,167.1666667,0.161764706,0.5,1,0.060794118,1096.99,276.15,165376,26005,9903.01
5154,0,9.9,0.869651347,23040,167.75,0.325520833,0,0,0.13090625,880.65,370.79,10096,8780,6619.35
5158,0,28.45,0.77828426,78000,48.7804878,0.230769231,0.5,0,0.090544615,2163.43,751.99,310420,241595,15836.57
5161,0,10.5,0.071105607,104000,64.58064516,0.057692308,1,0,0.022636154,721.14,256.12,270485,19233,5278.86
5167,0,11.61,0.336052621,68000,105.6315789,0.055882353,0.5,1,0.021001765,1422.92,57.43,120865,40617,2377.08
5170,0,16.79,0.410713683,80000,182.4545455,0.1484375,1,2,0.0574185,1446.36,461.04,118596,48709,10428.64
5175,0,23.35,0.431638318,160000,60.54545455,0.125,1,0,0.05026725,13931.91,734.99,271797,117318,6068.09
5176,0,13.34,0.149442349,80000,66.96666667,0.1125,1,1,0.0491115,9000,179.51,198063,29599,0
5182,0,8.83,0.25504065,45000,74.11111111,0.088888889,1,0,0.034384,487.2,153.09,36900,9411,3512.8
5183,0,19.59,0.453246265,42000,64.64516129,0.238095238,0.5,1,0.086031429,773.99,126.39,77181,34982,9226.01
5186,0,17.74,0.091912021,65000,100.05,0.276923077,1,2,0.103140923,1820.5,405.84,329489,30284,16179.5
5189,0,4.11,0.33474026,45000,401.2,0.266666667,0.5,1,0.103136,577.5,189.41,15400,5155,11422.5
5192,0,8.83,0.141027857,235000,95.23809524,0.170212766,1,3,0.06678383,4807.55,1719.59,497540,70167,35192.45
5198,0,12.01,0.558281594,80000,167.0833333,0.5,0.5,2,0.1827495,4093.64,678.35,79888,44600,35906.36
5201,0,7.75,0.055635356,54000,73.66666667,0.277777778,1,1,0.101528889,1923.8,350.47,275688,15338,13076.2
5207,0,30.75,0.468001937,75000,86.91304348,0.333333333,1,0,0.0838912,1664.25,944.24,111538,52200,23335.75
5210,0,11.25,0.406211562,85000,64.58064516,0.141176471,0.5,3,0.058760471,534.97,277.42,52032,21136,11465.03
5211,0,21.89,0.925314817,42000,124.5625,0.476190476,1,4,0.194137143,911.42,417.36,42485,39312,19088.58
5212,0,3.95,0.649583333,38000,333.1666667,0.263157895,1,0,0.113330526,429.7,278.35,2400,1559,9570.3
5213,0,36.38,0.544095073,65000,71.07142857,0.061538462,1,1,0.025092923,274.95,125.26,100975,54940,3725.05
5214,0,19.16,0.904160656,62000,200.2,0.387096774,1,0,0.121575484,982.49,1348.82,156658,141644,23017.51
5215,0,4.86,0.094221217,65000,76.96153846,0.14,0.5,4,0.050593846,704.23,112.54,246834,23257,8395.77
5220,0,12.88,0.500971868,108000,71.46428571,0.092592593,1,7,0.02357,1068.78,314.22,154342,77321,8931.22
5223,0,12.81,0.606795231,75000,95.47619048,0.16,0.5,1,0.0601312,894.57,227.58,60307,36594,11105.43
5226,0,10.33,0.87641973,33000,66.76666667,0.242424242,0,1,0.102305455,896.31,503.27,80385,70451,7103.69
5230,0,44.42,0.892756764,45198,100.35,0.407097659,1,1,0.126804726,959.02,1390.12,152280,135949,17440.98
5234,0,17.32,0.064024952,37000,111.3333333,0.108108108,0,1,0.042418378,480.78,170.75,271238,17366,3519.22
5235,0,1.95,0.118042453,75000,95.33333333,0.32,1,0,0.0814384,939.49,561.03,42400,5005,23060.51
5236,0,0,0,135000,111.1666667,0.177777778,1,2,0.045243556,1041.07,559.45,833600,0,22958.93
5237,0,5.79,0.324094828,70000,70.96428571,0.142857143,0.5,2,0.058649143,681.57,336.97,23200,7519,9318.43
5238,0,36.16,0.236990555,90000,43.52173913,0.233333333,1,0,0.060073333,1364.49,876.1,369078,87468,19635.51
5241,0,12.16,0.174831734,180000,64.64516129,0.083333333,1,3,0.030458667,1535.14,282.25,520306,90966,13464.86
5242,0,8.84,0.044129667,90000,52.52631579,0.166666667,1,0,0.060230667,1551.2,251.29,538300,23755,13448.8
5243,0,18,0.63488721,75000,117.6470588,0.213333333,0.5,6,0.0569344,999.64,768.9,79307,50351,15000.36
5245,0,11.44,0.34896686,43000,125.3125,0.372093023,0.5,1,0.095796279,1501.48,655.61,67803,23661,14498.52
5249,0,19.51,0.154518752,120000,111.2222222,0.208333333,1,8,0.059541,1148.86,1190.97,353394,54606,23851.14
5253,0,14.49,0.433061599,68000,50.025,0.130882353,1,8,0.048748235,895.09,206.24,69676,30174,8004.91
5256,0,49.68,0.69929045,60600,58.67647059,0.239273927,0.5,3,0.087283168,237.24,601.19,133042,93035,14262.76
5260,0,10.06,0.031696429,65000,95.28571429,0.246153846,1,0,0.096579692,1529.67,543.49,336000,10650,14470.33
5261,0,24.57,0.560959625,125000,68.86206897,0.096,1,3,0.02990304,496.41,736.86,115962,65050,11503.59
5265,0,13.49,0.128478736,145000,68.96551724,0.124137931,0.5,1,0.048706759,2163.43,768.36,444019,57047,15836.57
5267,0,13.67,0.202841351,210000,117.9411765,0.133333333,1,4,0.040169714,28000,380.45,475830,96518,0
5268,0,12.3,0.079267445,61000,87.17391304,0.081967213,1,4,0.029960656,641.3,118.51,194279,15400,4358.7
5273,0,12.38,0.179892287,104500,37.12962963,0.162679426,1,3,0.043414737,845.41,740.48,544965,98035,16154.59
5276,0,2.38,0.021469678,96500,105.3157895,0.103626943,1,0,0.047138238,6554.66,548.25,323200,6939,3445.34
5279,0,16.31,0.888010816,108000,44.17777778,0.138888889,0,2,0.055844444,15000,577.8,153113,135966,0
5280,0,13.7,0.221387454,110000,86.86956522,0.272727273,1,4,0.073830545,1468.08,1260.07,182752,40459,28531.92
5283,0,18.58,0.824300609,85000,40.89795918,0.352941176,0.5,0,0.155313882,3222.56,2115.87,135618,111790,26777.44
5285,0,15.95,0.175861293,83000,133.4666667,0.120481928,0.5,1,0.046272289,3028.33,321.38,306429,53889,6971.67
5286,0,25.35,0.534427481,50000,76.57692308,0.224,1,3,0.09726,968.36,658.27,26200,14002,10231.64
5287,0,4.3,0.378666667,36000,503.25,0.111111111,0.5,1,0.04138,300.85,69.94,13500,5112,3699.15
5294,0,6.42,0.134784891,175000,90.72727273,0.142857143,0.5,2,0.038125029,1561.89,1184.75,756153,101918,23438.11
5296,0,24.67,0.140393634,56000,77.15384615,0.357142857,1,11,0.146642143,20000,9.23,254805,35773,0
5298,0,41.34,0.478310549,16000,125.375,0.625,0.5,3,0.2566275,915.3,504.23,24505,11721,9084.7
