ID,paid_late_fees,debt_to_income,credit_utilization_ratio,annual_income,average_age_of_credit,loan_to_income_ratio,employment_stability,credit_inquiries_trend,monthly_payment_burden,paid_principal,paid_interest,total_credit_limit,total_credit_utilized,target
5035,0,15.78,0.60648022,60000,90.90909091,0.25,0.5,6,0.09963,1414.12,553.5,80738,48966,0
5037,0,5.32,0.411176969,48750,402.2,0.086153846,0.5,2,0.038116923,264.88,195.14,5905,2428,0
5038,0,21.39,0.06480193,60825,79.92,0.295930949,1,0,0.080112454,1106.89,923.46,191877,12434,1
5039,0,33.29,0.192409676,61000,69.10344828,0.098360656,1,3,0.036965902,598.36,150.63,251926,48473,1
5042,0,5.23,0.354757785,289139,249.5,0.027668353,1,1,0.011026392,754.2,303.19,57800,20505,1
5043,0,25.41,0.504157505,35000,77,0.285714286,0.5,0,0.126408,630.67,464.61,50030,25223,1
5045,0,26.47,0.187313383,53000,50.94871795,0.132075472,1,2,0.04826717,536.02,84.64,208314,39020,1
5047,0,26.34,0.15541821,75000,95.28571429,0.2,1,0,0.0737984,1521.68,317.68,317125,49287,1
5048,0,9,0.178096591,135000,39.15686275,0.111111111,1,3,0.026623111,1050.97,440.46,368171,65570,1
5050,0,22.2,0.862375932,50000,154.2307692,0.3,1,6,0.124884,1703.32,793.64,113345,97746,0
5052,0,15.6,0.7453875,90000,133.4666667,0.066666667,0.5,0,0.025601333,438,131.74,80000,59631,0
5055,0,19.31,0.14980916,79000,76.5,0.04556962,1,6,0.020322532,381.46,277.49,375184,56206,0
5058,0,26.42,0.675778719,72000,60.48484848,0.138888889,1,2,0.04452,296.59,493.44,94161,63632,0
5065,0,20.76,0.49895547,60000,100.05,0.216666667,1,0,0.059948,620.5,553.92,54570,27228,1
5066,0,16.13,0.082946797,73000,118.2352941,0.342465753,0,1,0.095773151,878.71,830.07,475160,39413,0
5071,0,29.55,0.489751285,128000,34.24137931,0.1953125,1,2,0.073401563,1863.66,474.13,257886,126300,1
5075,0,35.22,0.657936144,156000,48.53658537,0.096153846,1,4,0.041975385,959.77,646.52,172231,113317,0
5076,0,6.7,0.215946553,95000,58.58823529,0.210526316,1,4,0.080843368,20000,6.02,34277,7402,0
5081,0,7.44,0.368875,100000,105.6315789,0.3,0.5,1,0.0915348,1273.55,1747.51,56000,20657,1
5082,0,26.19,0.511577174,73364,48.31707317,0.136306635,0.5,3,0.058390491,876.76,532.17,66467,34003,1
5092,0,3.23,0.0233603,81000,123.625,0.154320988,1,9,0.056943704,1268.08,264.73,293575,6858,0
5093,0,3.57,0.05617284,42000,133.8,0.476190476,1,5,0.123988571,1022.34,701.38,64800,3640,0
5097,0,13.02,0.296172513,114000,83.58333333,0.087719298,0.5,3,0.025604211,333.89,386.94,306389,90744,0
5104,0,12.29,0.323650962,60000,105.7894737,0.166666667,0.5,3,0.068434,915.3,445.56,59283,19187,1
5110,0,9.92,0.10074937,100800,80.08,0.148809524,1,3,0.040275,547.77,446.14,299585,30183,1
5115,0,18.52,0.13208757,77000,87.13043478,0.285714286,0,5,0.071906494,1167.01,655.51,402377,53149,0
5120,0,20.14,0.485180215,42000,79.32,0.142857143,0.5,4,0.055251429,434.92,141.91,52160,25307,0
5121,0,32.06,0.534931611,73460,55.55555556,0.190579907,0.5,2,0.075949905,1319.84,516.61,249602,133520,1
5123,0,22.99,0.578051002,70000,133.7333333,0.228571429,1,0,0.103973143,1316.83,1090.14,54900,31735,1
5130,0,13.82,0.543308667,68000,95.57142857,0.441176471,1,2,0.154925294,1058.97,2411.25,39865,21659,1
5134,0,23.34,0.652262013,42000,143.3571429,0.214285714,0.5,0,0.085385714,633.28,257.28,48364,31546,0
5139,0,26.96,0.202180082,67000,99.9,0.52238806,1,5,0.245511045,2064.21,2001.69,447873,90551,0
5141,0,6.73,0.56043602,96000,125.1875,0.208333333,0.5,4,0.0608225,896.07,1032.45,18623,10437,1
5144,0,32.69,0.558665127,50000,71.5,0.07,1,0,0.0272712,337.32,112.13,82255,45953,0
5145,0,13.71,0.483887065,55000,111.3333333,0.087272727,0.5,3,0.037385455,420.84,255.45,38075,18424,0
5150,0,31.24,0.902335203,31000,154.0769231,0.161290323,0,5,0.07136129,208.54,149.37,50274,45364,0
5152,0,10.68,0.157247726,68000,167.1666667,0.161764706,0.5,1,0.060794118,1096.99,276.15,165376,26005,1
5154,0,9.9,0.869651347,23040,167.75,0.325520833,0,0,0.13090625,880.65,370.79,10096,8780,0
5158,0,28.45,0.77828426,78000,48.7804878,0.230769231,0.5,0,0.090544615,2163.43,751.99,310420,241595,0
5161,0,10.5,0.071105607,104000,64.58064516,0.057692308,1,0,0.022636154,721.14,256.12,270485,19233,1
5167,0,11.61,0.336052621,68000,105.6315789,0.055882353,0.5,1,0.021001765,1422.92,57.43,120865,40617,1
5170,0,16.79,0.410713683,80000,182.4545455,0.1484375,1,2,0.0574185,1446.36,461.04,118596,48709,1
5175,0,23.35,0.431638318,160000,60.54545455,0.125,1,0,0.05026725,13931.91,734.99,271797,117318,1
5176,0,13.34,0.149442349,80000,66.96666667,0.1125,1,1,0.0491115,9000,179.51,198063,29599,1
5182,0,8.83,0.25504065,45000,74.11111111,0.088888889,1,0,0.034384,487.2,153.09,36900,9411,0
5183,0,19.59,0.453246265,42000,64.64516129,0.238095238,0.5,1,0.086031429,773.99,126.39,77181,34982,1
5186,0,17.74,0.091912021,65000,100.05,0.276923077,1,2,0.103140923,1820.5,405.84,329489,30284,1
5189,0,4.11,0.33474026,45000,401.2,0.266666667,0.5,1,0.103136,577.5,189.41,15400,5155,1
5192,0,8.83,0.141027857,235000,95.23809524,0.170212766,1,3,0.06678383,4807.55,1719.59,497540,70167,1
5198,0,12.01,0.558281594,80000,167.0833333,0.5,0.5,2,0.1827495,4093.64,678.35,79888,44600,0
5201,0,7.75,0.055635356,54000,73.66666667,0.277777778,1,1,0.101528889,1923.8,350.47,275688,15338,1
5207,0,30.75,0.468001937,75000,86.91304348,0.333333333,1,0,0.0838912,1664.25,944.24,111538,52200,1
5210,0,11.25,0.406211562,85000,64.58064516,0.141176471,0.5,3,0.058760471,534.97,277.42,52032,21136,1
5211,0,21.89,0.925314817,42000,124.5625,0.476190476,1,4,0.194137143,911.42,417.36,42485,39312,0
5212,0,3.95,0.649583333,38000,333.1666667,0.263157895,1,0,0.113330526,429.7,278.35,2400,1559,0
5213,0,36.38,0.544095073,65000,71.07142857,0.061538462,1,1,0.025092923,274.95,125.26,100975,54940,0
5214,0,19.16,0.904160656,62000,200.2,0.387096774,1,0,0.121575484,982.49,1348.82,156658,141644,0
5215,0,4.86,0.094221217,65000,76.96153846,0.14,0.5,4,0.050593846,704.23,112.54,246834,23257,1
5220,0,12.88,0.500971868,108000,71.46428571,0.092592593,1,7,0.02357,1068.78,314.22,154342,77321,0
5223,0,12.81,0.606795231,75000,95.47619048,0.16,0.5,1,0.0601312,894.57,227.58,60307,36594,0
5226,0,10.33,0.87641973,33000,66.76666667,0.242424242,0,1,0.102305455,896.31,503.27,80385,70451,0
5230,0,44.42,0.892756764,45198,100.35,0.407097659,1,1,0.126804726,959.02,1390.12,152280,135949,0
5234,0,17.32,0.064024952,37000,111.3333333,0.108108108,0,1,0.042418378,480.78,170.75,271238,17366,0
5235,0,1.95,0.118042453,75000,95.33333333,0.32,1,0,0.0814384,939.49,561.03,42400,5005,1
5236,0,0,0,135000,111.1666667,0.177777778,1,2,0.045243556,1041.07,559.45,833600,0,1
5237,0,5.79,0.324094828,70000,70.96428571,0.142857143,0.5,2,0.058649143,681.57,336.97,23200,7519,1
5238,0,36.16,0.236990555,90000,43.52173913,0.233333333,1,0,0.060073333,1364.49,876.1,369078,87468,1
5241,0,12.16,0.174831734,180000,64.64516129,0.083333333,1,3,0.030458667,1535.14,282.25,520306,90966,1
5242,0,8.84,0.044129667,90000,52.52631579,0.166666667,1,0,0.060230667,1551.2,251.29,538300,23755,1
5243,0,18,0.63488721,75000,117.6470588,0.213333333,0.5,6,0.0569344,999.64,768.9,79307,50351,0
5245,0,11.44,0.34896686,43000,125.3125,0.372093023,0.5,1,0.095796279,1501.48,655.61,67803,23661,1
5249,0,19.51,0.154518752,120000,111.2222222,0.208333333,1,8,0.059541,1148.86,1190.97,353394,54606,0
5253,0,14.49,0.433061599,68000,50.025,0.130882353,1,8,0.048748235,895.09,206.24,69676,30174,0
5256,0,49.68,0.69929045,60600,58.67647059,0.239273927,0.5,3,0.087283168,237.24,601.19,133042,93035,0
5260,0,10.06,0.031696429,65000,95.28571429,0.246153846,1,0,0.096579692,1529.67,543.49,336000,10650,1
5261,0,24.57,0.560959625,125000,68.86206897,0.096,1,3,0.02990304,496.41,736.86,115962,65050,0
5265,0,13.49,0.128478736,145000,68.96551724,0.124137931,0.5,1,0.048706759,2163.43,768.36,444019,57047,1
5267,0,13.67,0.202841351,210000,117.9411765,0.133333333,1,4,0.040169714,28000,380.45,475830,96518,1
5268,0,12.3,0.079267445,61000,87.17391304,0.081967213,1,4,0.029960656,641.3,118.51,194279,15400,1
5273,0,12.38,0.179892287,104500,37.12962963,0.162679426,1,3,0.043414737,845.41,740.48,544965,98035,1
5276,0,2.38,0.021469678,96500,105.3157895,0.103626943,1,0,0.047138238,6554.66,548.25,323200,6939,1
5279,0,16.31,0.888010816,108000,44.17777778,0.138888889,0,2,0.055844444,15000,577.8,153113,135966,0
5280,0,13.7,0.221387454,110000,86.86956522,0.272727273,1,4,0.073830545,1468.08,1260.07,182752,40459,1
5283,0,18.58,0.824300609,85000,40.89795918,0.352941176,0.5,0,0.155313882,3222.56,2115.87,135618,111790,0
5285,0,15.95,0.175861293,83000,133.4666667,0.120481928,0.5,1,0.046272289,3028.33,321.38,306429,53889,1
5286,0,25.35,0.534427481,50000,76.57692308,0.224,1,3,0.09726,968.36,658.27,26200,14002,1
5287,0,4.3,0.378666667,36000,503.25,0.111111111,0.5,1,0.04138,300.85,69.94,13500,5112,0
5294,0,6.42,0.134784891,175000,90.72727273,0.142857143,0.5,2,0.038125029,1561.89,1184.75,756153,101918,1
5296,0,24.67,0.140393634,56000,77.15384615,0.357142857,1,11,0.146642143,20000,9.23,254805,35773,0
5298,0,41.34,0.478310549,16000,125.375,0.625,0.5,3,0.2566275,915.3,504.23,24505,11721,0
5299,0,16.18,0.809607214,33000,286.1428571,0.090909091,1,1,0.037069091,347.61,159.83,30831,24961,0
5300,0,24.26,0.327687052,45000,64.12903226,0.333333333,1,1,0.122997333,1521.68,317.68,77278,25323,1
5302,0,19.96,0.51630854,87000,110.9444444,0.218390805,1,0,0.080584828,1927.48,402.39,108900,56226,1
5311,0,25.85,0.273857879,140000,50.05,0.2,1,4,0.050334857,1485.31,848.97,620906,170040,1
5314,0,35.64,0.360352558,46000,69.03448276,0.417391304,1,1,0.111365217,712.73,555.19,110847,39944,1
5317,0,52.03,0.235458604,65000,62.40625,0.184615385,1,1,0.051640615,711.09,668.74,309341,72837,0
5321,0,20.11,0.774997705,130000,58.17647059,0.053846154,1,0,0.019869231,353.09,74.8,392076,303858,0
5334,0,28.29,0.341452102,110000,37.83018868,0.272727273,0.5,2,0.099485455,490.82,1553.65,504510,172266,0
5335,0,22.1,0.312407228,81000,95.33333333,0.148148148,0.5,3,0.04426963,522.71,649.78,268803,83976,1
5339,0,33.96,0.487326051,36000,143.0714286,0.583333333,1,0,0.283156667,1608.81,1758.39,70854,34529,0
5340,0,12.42,0.090358536,60000,80.04,0.166666667,1,0,0.04512,489.39,398.99,26915,2432,0
5343,0,11.21,0.734297427,44865,133.8666667,0.267469074,0.5,3,0.076426613,551.63,537.73,106352,78094,0
5345,0,39.88,0.395392318,144000,55.52777778,0.208333333,1,1,0.074585,764.78,1834.21,441784,174678,1
5348,0,8.11,0.1116,21000,287.5714286,0.142857143,0.5,1,0.06028,131.8,76.51,2500,279,0
5349,0,27.98,0.802039,61000,71.67857143,0.196721311,0.5,11,0.080213115,12000,105.66,144973,116274,0
5350,0,37.36,0.544298237,30000,69.24137931,0.14,0.5,0,0.05708,288.76,150.04,50081,27259,0
5355,0,7.89,0.726226818,140000,182.0909091,0.082142857,1,2,0.030310286,1166.63,239.26,52412,38063,0
5358,0,23.08,0.523587659,65000,99.9,0.276923077,1,2,0.106340308,1313.96,418.79,99374,52031,1
5370,0,6.86,0.186772152,25200,117.9411765,0.119047619,0.5,1,0.047438095,211.1,85.76,15800,2951,0
5371,0,22.84,0.206015157,175000,58.79411765,0.228571429,0.5,2,0.091076571,2814.51,1263.27,631405,130079,1
5372,0,25.23,0.407516562,120000,46.60465116,0.166666667,1,5,0.06642,2368.7,925.66,269751,109928,1
5373,0,3.34,0.344035088,36000,335.6666667,0.333333333,0.5,0,0.13284,1421.22,551.4,5700,1961,1
5374,0,25.23,0.237104417,90000,71.5,0.111111111,1,2,0.041764,1250.57,311.15,354540,84063,1
5376,0,5.9,0.037891501,61000,111.6666667,0.262295082,0.5,1,0.076575738,902.07,1008.63,247892,9393,1
5377,0,11.32,0.645332925,88000,124.875,0.397727273,1,1,0.167818636,2321.84,1339.04,45671,29473,0
5378,0,30.69,0.205412994,75000,80.16,0.373333333,1,2,0.1599264,2454.92,1516.66,282801,58091,1
5382,0,14.45,0.476564898,200000,62.65625,0.175,0,1,0.0672006,3419.92,1041.78,602835,287290,0
5383,0,14.01,0.35042471,40000,154,0.375,0.5,1,0.104871,527.22,415.97,25900,9076,1
5384,0,25.66,0.315871565,60000,50,0.333333333,1,5,0.084852,1047.96,638.05,130151,41111,1
5385,0,12.41,0.668859944,70000,153.6153846,0.1,1,0,0.042195429,464.39,267.8,22341,14943,0
5390,0,15.18,0.288422433,65000,71.03571429,0.169230769,1,2,0.064995692,1348.69,400.07,134251,38721,1
5392,0,2.06,1.136905336,85000,402.4,0.376470588,0,2,0.109908706,1433.67,1651.93,186786,212358,0
5393,0,11.53,0.659338679,100000,502.25,0.3,1,1,0.0903816,963.18,1267.24,44396,29272,0
5394,0,24.29,0.198437886,99000,58.26470588,0.252525253,1,0,0.092298182,2558.54,478.86,437356,86788,1
5398,0,28.96,0.353334709,53000,57.34285714,0.200471698,0.5,2,0.072436981,822.37,134.29,232584,82180,1
5401,0,28.24,0.82599935,100000,83.29166667,0.3,1,1,0.0838968,1054.44,1019.53,169235,139788,0
5409,0,44.7,0.676480832,65000,71.46428571,0.538461538,1,3,0.148945846,826.06,734.71,149308,101004,0
5410,0,23.56,0.27819913,60000,80,0.041666667,1,3,0.01552,315.28,71.7,256054,71234,0
5411,0,31.44,0.218502781,45000,77.03846154,0.222222222,1,5,0.062146667,351.49,332.03,100493,21958,0
5413,0,12.28,0.599929973,110000,153.6923077,0.113636364,1,0,0.043644,1532.61,461.18,74257,44549,1
5416,0,39.77,0.197345462,32000,68.62068966,0.359375,0.5,7,0.11194125,599.41,880.98,193706,38227,0
5418,0,12.02,0.069346872,60000,105.3157895,0.219166667,1,2,0.080872,1334.03,315.32,297216,20611,1
5419,0,4.65,0.072367624,80000,77.11538462,0.05,0.5,3,0.0180675,309.62,50.55,189933,13745,0
5424,0,6.02,0.952460497,72949,76.76923077,0.274164142,1,1,0.076689194,942.28,891.23,88600,84388,0
5428,0,12.21,0.335320181,88000,71.28571429,0.272727273,1,0,0.101577273,3026.35,678.55,88247,29591,1
5432,0,39.57,0.171081405,65900,166.75,0.364188164,0.5,3,0.111119272,1283.2,1779.99,478322,81832,1
5435,0,8.64,0.145307763,112000,117.9411765,0.133928571,0.5,1,0.051805714,1826.96,582.36,144803,21041,1
5437,0,9.63,0.240096186,750000,62.03125,0.046666667,0.5,3,0.01916128,4027.99,1932.53,886199,212773,1
5439,0,22.25,0.147960186,33000,40.08,0.160606061,1,0,0.070676364,569.33,391.26,173006,25598,1
5441,0,17.94,0.515688706,92000,110.6666667,0.217391304,1,3,0.084691304,1925.92,659.7,112087,57802,1
5444,0,17.88,0.069130172,50000,133.6,0.16,1,7,0.065232,549.98,253.35,541153,37410,0
5452,0,31.33,0.414867007,18000,45.54545455,0.5,0.5,2,0.193406667,1096.17,354.03,28385,11776,0
5463,0,23.28,0.715270422,68000,62.71875,0.308823529,1,4,0.090160588,1183.99,1333.18,61367,43894,0
5464,0,15.09,0.130063674,73000,62.5625,0.342465753,1,1,0.126368219,1896.8,400.09,351005,45653,1
5465,0,13.3,0.258176937,60372,58.73529412,0.04969191,1,1,0.019222819,365.42,113.99,42467,10964,0
5473,0,8.92,0.098371512,53038.52,124.625,0.377084428,0.5,1,0.154830112,2157.47,879.88,166105,16340,1
5474,0,15,0.067702053,40000,142.9285714,0.5,0.5,2,0.142899,919.1,969.5,166701,11286,0
5475,0,21.21,0.148598549,190000,41.625,0.210526316,1,1,0.080842737,2919.86,878.26,888508,132031,1
5482,0,19.7,0.100092267,43000,76.92307692,0.11627907,0.5,2,0.044980465,485.2,156.76,254695,25493,0
5484,0,16.61,0.428672566,50000,71.32142857,0.26,1,0,0.0998568,1593.9,448.95,33900,14532,1
5485,0,18.42,0.153392134,100000,68.93103448,0.16,0,1,0.0637632,1894.97,782.41,629928,96626,0
5486,0,31.74,0.833777408,150000,33.38333333,0.16,0.5,19,0.0528648,919.99,1664.98,312635,260668,0
5489,0,4.64,0.04809704,84000,51.46153846,0.125,1,2,0.046984286,1650.19,317.61,219868,10575,1
5490,0,20.56,0.57050172,112000,40.7755102,0.178571429,0.5,2,0.086132143,1543.19,1615.03,132245,75446,1
5491,0,12.82,0.214213836,54000,71.39285714,0.07037037,1,2,0.027024444,277.41,83.44,31800,6812,0
5492,0,0,0,44640,501.75,0.448028674,1,2,0.183935484,20000,582.43,11800,0,1
5493,0,32,0.22678673,42000,100.2,0.428571429,0.5,2,0.191128571,1907.29,1311.19,218108,49464,1
5494,0,7.7,0.369682292,100000,117.8235294,0.4,1,2,0.1536012,1938.94,579.17,31381,11601,1
5499,0,20.54,0.784256299,42000,154,0.476190476,1,3,0.131722857,712.09,655.91,44729,35079,0
5502,0,22.49,0.197535667,50000,118.0588235,0.056,1,0,0.0236328,313.72,173.65,110537,21835,0
5504,0,12.92,0.187701353,39000,154.2307692,0.307692308,1,1,0.083295385,587.22,516.65,173824,32627,1
5505,0,19.09,0.132099961,57000,99.75,0.438596491,1,7,0.111646316,978.39,584.99,388312,51296,0
5506,0,25.96,0.706791134,65000,80.16,0.153846154,1,2,0.067161231,423.31,294.02,54954,38841,0
5511,0,39.37,0.672860912,35000,69.20689655,0.571428571,0,0,0.227691429,1407.26,558.42,233873,157364,0
5512,0,13,0.031723432,70000,154.6153846,0.114285714,0.5,1,0.050562857,504.53,371.69,240201,7620,1
5513,0,10.38,0.503014146,140000,111.7222222,0.214285714,1,0,0.084076286,2871.42,1033.96,83274,41888,1
5515,0,50.47,0.213234352,59000,56.85714286,0.042372881,1,4,0.02043661,143.16,151.11,374752,79910,0
5523,0,13.05,0.056604009,59000,143.1428571,0.169491525,1,5,0.045884746,489.39,406,240354,13605,0
5526,0,15.26,0.246340131,50000,105.0526316,0.192,1,2,0.070176,982.48,183.88,54920,13529,1
5527,0,19.75,0.829355954,80000,66.9,0.2,1,4,0.0533625,593.94,462.66,110458,91609,0
5529,0,39.12,0.267543185,190000,46.11627907,0.072894737,1,2,0.023886947,676.98,1172.81,1065656,285109,1
5530,0,15.44,0.400900901,27000,133.6,0.074074074,1,0,0.028857778,192.75,65.81,11100,4450,0
5532,0,12.04,0.481593715,72000,154.3846154,0.155555556,1,0,0.059743333,1373.2,413.23,26730,12873,1
5535,0,3.59,0.523397104,71000,284,0.14084507,0.5,2,0.061980845,852.46,630.29,7736,4049,1
5538,0,27.68,0.244677419,65000,54.16216216,0.384615385,1,6,0.135062769,432.19,944.71,263453,64461,0
5541,23.31,22.92,0.103868292,70000,44.48888889,0.285714286,0.5,5,0.079902857,464.47,436.46,940441,97682,0
5543,0,19.8,0.499308745,60000,71.60714286,0.053333333,0,4,0.021446,223.14,96.31,67269,33588,0
5545,0,18.35,0.218774018,98000,60.57575758,0.183673469,1,1,0.067132653,1842.14,344.78,437168,95641,1
5546,0,25.14,0.83338953,50400,59,0.198412698,0.5,3,0.05792619,563.8,643.75,112700,93923,0
5551,0,1.56,0.055143598,67000,118,0.134328358,1,3,0.051583881,656.99,202.32,104110,5741,1
5555,0,18.64,0.321821953,70000,60.3030303,0.157142857,1,2,0.058529143,1387.11,311.01,186569,60042,1
5557,0,12.67,0.474727742,152000,69.06896552,0.138157895,1,0,0.035168684,1381.14,817.25,109547,52005,1
5560,0,5.39,0.445642023,60000,166.1666667,0.35,0.5,1,0.102182,700.96,794.39,25700,11453,1
5564,0,22.14,0.266848115,140000,43.39130435,0.128571429,0.5,3,0.047442,2288.94,471.79,745484,198931,1
5565,0,23.61,0.27349735,36000,51.38461538,0.277777778,0.5,1,0.0777,592.58,565.1,145676,39842,1
5566,0,12.33,0.832030925,71000,200.6,0.070422535,1,2,0.02724169,609.02,191.36,24058,20017,0
5567,0,10.03,0.369331737,105000,42.61702128,0.19047619,1,13,0.051564571,1229.88,1012.05,112755,41644,0
5578,0,37.21,0.184563273,32000,83.20833333,0.46875,0.5,1,0.18132,15000,256.09,269837,49802,0
5579,0,32.8,0.599983848,42000,82.25,0.342857143,1,1,0.156808571,578.48,484.22,61910,37145,1
5583,0,32.8,0.680355887,50000,66.66666667,0.16,0.5,3,0.0652416,549.9,253.54,61143,41599,0
5587,0,20.77,0.726628322,110000,76.84615385,0.254545455,1,1,0.115788,2304.44,1907.75,56853,41311,0
5588,0,24.09,0.293535682,70000,44.31111111,0.228571429,1,8,0.080266286,419.22,941.26,191946,56343,0
5594,0,9.88,0.882304965,120000,69.13793103,0.233333333,0.5,1,0.087704,3501.57,871.23,84600,74643,0
5595,0,21.07,0.401115933,90000,43.58695652,0.144444444,1,4,0.053798667,1639.28,364.9,154848,62112,1
5603,0,12.98,0.144119173,160000,55.52777778,0.075,1,6,0.02740875,1228.28,225.43,520250,74978,1
5610,0,22.37,0.93762374,115000,47.83333333,0.095652174,0.5,2,0.038119304,6968.06,351.16,179812,168596,0
5612,0,17.17,0.64368957,90000,66.83333333,0.086666667,1,6,0.035333333,536.21,252.91,116870,75228,0
5616,0,10.89,0.31088183,51000,165.6666667,0.196078431,1,0,0.076378824,719.79,248.26,25878,8045,1
5617,0,10.06,0.08736685,50000,86.73913043,0.24,1,0,0.0921624,875.98,263.48,154807,13525,1
5621,0,13.14,0.24132215,104000,90.36363636,0.086538462,0.5,8,0.035532692,1035.77,489.9,221397,53428,0
5623,0,21.42,0.576956547,40000,111.3333333,0.64,0.5,12,0.179019,1516.97,1466.69,86185,49725,0
5632,0,4.14,0.655009757,550000,165.8333333,0.054545455,0.5,3,0.024811636,3114.11,2482.51,65083,42630,0
5637,0,7.81,0.084306167,180000,60.63636364,0.177777778,1,2,0.050808,1470.52,1551.2,733339,61825,1
5638,0,27.78,0.185168568,60000,104.6842105,0.266666667,1,2,0.085478,638.13,1035.18,263009,48701,1
5641,0,12.58,0.208939405,135000,74.14814815,0.296296296,1,2,0.070992889,2235.11,943.24,560440,117098,1
5643,0,13.28,0.72671254,77000,250.375,0.064935065,0,1,0.027403636,331.66,186.96,48685,35380,0
5648,0,10.42,0.083449745,100000,181,0.06025,1,0,0.0263028,385.53,259.69,444543,37097,0
5649,0,21.74,0.162098649,106300,64.48387097,0.361006585,1,1,0.105394544,1719.3,1981.03,431916,70013,1
5651,0,30.9,0.734923052,29982,117.1764706,0.133413381,0.5,0,0.061901141,322.26,304.02,43991,32330,0
5655,0,22,0.150466449,100000,51.15384615,0.208,1,7,0.0563076,1279.04,1037.94,580342,87322,0
5659,0,18.22,0.107364989,125000,42.5106383,0.224,1,4,0.05976672,689.5,537,557584,59865,1
5660,0,9.9,0.931703115,55000,71.78571429,0.272727273,1,1,0.113530909,1703.32,867.08,75450,70297,0
5661,0,12.99,0.600576844,56000,69.13793103,0.107142857,1,1,0.045216429,6000,40.05,48540,29152,0
5662,0,23.59,0.099410793,49000,87.13043478,0.073469388,0.5,1,0.028826939,344.58,134.99,209434,20820,0
5663,0,13.82,0.424166667,41000,143.2857143,0.292682927,1,0,0.110013659,2136.53,367.56,33600,14252,1
5664,0,27.88,0.753931095,44000,71.64285714,0.090909091,0.5,1,0.037322727,273.03,126.58,45280,34138,0
5665,0,6.39,0.017109375,80000,95.57142857,0.3,0.5,4,0.1053495,24000,1606.35,646137,11055,1
5670,0,2.7,0.14059322,20000,182.2727273,0.09625,1,1,0.040062,129.54,69.16,11800,1659,0
5671,0,5.39,0.093878726,57000,117.5882353,0.157894737,1,2,0.060642105,879.31,268.17,79869,7498,1
5680,0,27.76,0.181405391,123000,52.39473684,0.227642276,0.5,6,0.058607805,1449.13,1042.94,543308,98559,1
5681,0,10.31,0.951928285,106000,83.70833333,0.188679245,1,2,0.060478868,593.16,986.87,94151,89625,0
5683,0,21.55,0.513433576,51000,143.5714286,0.235294118,0.5,0,0.097934118,534.97,287.44,52406,26907,1
5692,0,23.84,0.295351346,50000,110.6666667,0.15,1,0,0.0660096,639.42,444.88,39861,11773,1
5693,0,35.38,0.670153686,51800,94.9047619,0.135135135,1,6,0.050793822,697.99,172.85,126947,85074,0
5696,0,17.71,0.066147821,58000,118,0.082758621,1,0,0.034446207,323,172.46,395750,26178,0
5703,0,15.92,0.401049257,43000,68.75862069,0.11627907,0,1,0.044659535,488.51,159.93,30879,12384,0
5704,0,9.37,0.159085752,100000,56.94285714,0.2,1,1,0.0722652,2052.84,247.89,180695,28746,1
5707,0,33.28,0.534534884,67000,58.61764706,0.268656716,1,2,0.080278209,987.07,1219.85,103200,55164,1
5708,0,8.55,0.508612913,70000,223.2222222,0.142857143,0,2,0.039951429,471.41,445.16,46558,23680,0
5717,0,43.08,0.125869818,37447,56.88571429,0.106817636,1,0,0.04385398,180.95,89.62,516200,64974,0
5718,0,26.79,0.113057034,103000,65.96666667,0.291262136,0.5,2,0.106456311,3847.54,746.55,389361,44020,1
5720,0,7.98,0.531525276,340000,53.48648649,0.088235294,0,3,0.031886471,3102.35,502.58,234764,124783,0
5724,0,32.08,0.164685908,87000,47.16666667,0.229885057,1,1,0.093721379,1374.88,648.47,507129,83517,1
5727,0,9.38,0.09954684,120000,55.27777778,0.25,1,2,0.064363,1949.21,1251.57,391032,38926,1
5729,0,34.08,0.170546896,65000,53.97297297,0.123076923,1,2,0.051939692,759.25,405.63,221980,37858,1
5730,0,9.07,0.070814613,56000,249.875,0.071428571,1,1,0.028720714,278.9,120.39,169160,11979,0
5735,0,11.33,0.141964826,59000,132.8,0.13559322,1,1,0.052450169,8000,170.51,153693,21819,1
5740,0,10.56,0.707093508,55000,143.2142857,0.118181818,1,1,0.045390545,635.07,190.27,29238,20674,0
5742,0,22.65,0.681837069,80000,64.74193548,0.35,0.5,2,0.1436895,1911.12,940.78,77014,52511,0
5743,0,3.47,0.122926829,88000,62.09375,0.340909091,1,7,0.101867727,2449.29,2007.38,41000,5040,0
5757,0,14.05,0.120715375,95000,62.625,0.105263158,1,1,0.046322526,852.56,603.75,176970,21363,1
5758,0,3.6,0.573078568,20000,223.2222222,0.25,0,0,0.097398,481.88,164.55,7013,4019,0
5761,0,2.1,0.327288136,110000,118.0588235,0.077272727,1,4,0.031508727,983.54,454.19,23600,7724,1
5762,0,4.66,0.016756903,200000,91.04545455,0.2,1,2,0.0722652,1027.42,165.2,620222,10393,1
5763,0,13.54,0.219179207,64000,222.5555556,0.3125,1,2,0.102403125,972.4,1734.52,97418,21352,1
5764,0,32.71,0.967506061,80500,55.69444444,0.397515528,0.5,0,0.143670559,1084.85,2676.8,154675,149649,0
5765,0,12.44,0.175039765,130000,105.0526316,0.229423077,0.5,2,0.083854154,3825.1,696.85,470893,82425,1
5766,0,18.23,0.128621795,47000,124.625,0.053191489,0.5,2,0.02309617,2500,76.75,156000,20065,1
